Psychiatric disorder,Category name,Risk factor,Source,Method,P-value,OR
Schizophrenia,Bulk-tissue biomarker,STAG1-DT,eQTL_Brain Cortex,Wald ratio,1.38E-09,1.143
Schizophrenia,Bulk-tissue biomarker,SLCO4C1,eQTL_Brain Cortex,Wald ratio,2.60E-09,1.143
Schizophrenia,Bulk-tissue biomarker,SNX19,eQTL_Brain Cortex,Wald ratio,2.93E-08,0.93
Schizophrenia,Bulk-tissue biomarker,PBX1,eQTL_Brain Cortex,Wald ratio,1.26E-07,1.356
Schizophrenia,Bulk-tissue biomarker,NAT8,eQTL_Brain Cortex,Wald ratio,3.47E-07,0.936
Schizophrenia,Bulk-tissue biomarker,ALMS1P1,eQTL_Brain Cortex,Wald ratio,3.47E-07,0.938
Schizophrenia,Bulk-tissue biomarker,PTK6,eQTL_Brain Cortex,Wald ratio,4.64E-07,1.123
Schizophrenia,Bulk-tissue biomarker,EIF5-DT,eQTL_Brain Cortex,Wald ratio,6.72E-07,1.09
Schizophrenia,Bulk-tissue biomarker,DNAH10OS,eQTL_Brain Cortex,Wald ratio,8.48E-07,0.889
Schizophrenia,Bulk-tissue biomarker,GIGYF1,eQTL_Brain Cortex,Wald ratio,8.88E-07,0.855
Schizophrenia,Bulk-tissue biomarker,EDEM3,eQTL_Brain Cortex,Wald ratio,1.11E-06,0.751
Schizophrenia,Bulk-tissue biomarker,GALNT10,eQTL_Brain Cortex,Wald ratio,2.27E-06,0.816
Schizophrenia,Bulk-tissue biomarker,TBC1D15,eQTL_Brain Cortex,Wald ratio,3.25E-06,0.835
Schizophrenia,Bulk-tissue biomarker,TTC14,eQTL_Brain Cortex,Wald ratio,3.67E-06,1.21
Schizophrenia,Bulk-tissue biomarker,PTPA,eQTL_Brain Cortex,Wald ratio,4.91E-06,1.201
Schizophrenia,Bulk-tissue biomarker,IER5L-AS1,eQTL_Brain Cortex,Wald ratio,4.91E-06,0.943
Schizophrenia,Bulk-tissue biomarker,LINC01239,eQTL_Brain Cortex,Wald ratio,6.48E-06,1.1
Schizophrenia,Bulk-tissue biomarker,TIE1,eQTL_Brain Cortex,Wald ratio,6.80E-06,0.866
Schizophrenia,Bulk-tissue biomarker,MAP1LC3A,eQTL_Brain Cortex,Wald ratio,9.15E-06,0.877
Schizophrenia,Bulk-tissue biomarker,EDEM2,eQTL_Brain Cortex,Wald ratio,9.15E-06,1.132
Schizophrenia,Bulk-tissue biomarker,FAM83H,eQTL_Brain Cortex,Wald ratio,9.98E-06,0.943
Schizophrenia,Bulk-tissue biomarker,IQANK1,eQTL_Brain Cortex,Wald ratio,9.98E-06,0.925
Schizophrenia,Bulk-tissue biomarker,FAM85B,eQTL_Brain Cortex,Wald ratio,1.06E-05,1.036
Schizophrenia,Bulk-tissue biomarker,RPL10P19,eQTL_Brain Cortex,Wald ratio,1.06E-05,0.931
Schizophrenia,Bulk-tissue biomarker,FAM86B3P,eQTL_Brain Cortex,Wald ratio,1.06E-05,1.047
Schizophrenia,Bulk-tissue biomarker,ALG1L13P,eQTL_Brain Cortex,Wald ratio,1.06E-05,1.09
Schizophrenia,Bulk-tissue biomarker,EEFSEC,eQTL_Brain Cortex,Wald ratio,1.18E-05,0.898
Schizophrenia,Bulk-tissue biomarker,REEP2,eQTL_Brain Cortex,Wald ratio,1.64E-05,0.733
Schizophrenia,Bulk-tissue biomarker,EMX1,eQTL_Brain Cortex,Wald ratio,1.91E-05,1.229
Schizophrenia,Bulk-tissue biomarker,PABPC1L,eQTL_Brain Cortex,Wald ratio,2.07E-05,0.905
Schizophrenia,Bulk-tissue biomarker,PIGO,eQTL_Brain Cortex,Wald ratio,2.11E-05,0.885
Schizophrenia,Bulk-tissue biomarker,PRIMPOL,eQTL_Brain Cortex,Wald ratio,2.12E-05,1.11
Schizophrenia,Bulk-tissue biomarker,NUP50,eQTL_Brain Cortex,Wald ratio,2.35E-05,1.112
Schizophrenia,Bulk-tissue biomarker,TYW5,eQTL_Brain Cortex,Wald ratio,2.42E-05,1.115
Schizophrenia,Bulk-tissue biomarker,CMAHP,eQTL_Brain Cortex,Wald ratio,2.49E-05,1.161
Schizophrenia,Bulk-tissue biomarker,ATOSA,eQTL_Brain Cortex,Wald ratio,2.77E-05,0.895
Schizophrenia,Bulk-tissue biomarker,CTSW,eQTL_Brain Cortex,Wald ratio,3.15E-05,1.093
Schizophrenia,Bulk-tissue biomarker,SNX32,eQTL_Brain Cortex,Wald ratio,3.15E-05,0.959
Schizophrenia,Bulk-tissue biomarker,FIBP,eQTL_Brain Cortex,Wald ratio,3.15E-05,0.847
Schizophrenia,Bulk-tissue biomarker,FAM184A,eQTL_Brain Cortex,Wald ratio,3.32E-05,0.909
Schizophrenia,Bulk-tissue biomarker,LINC00320,eQTL_Brain Cortex,Wald ratio,3.47E-05,0.867
Schizophrenia,Bulk-tissue biomarker,IFT57,eQTL_Brain Cortex,Wald ratio,3.71E-05,1.151
Schizophrenia,Bulk-tissue biomarker,APC2,eQTL_Brain Cortex,Wald ratio,3.79E-05,0.912
Schizophrenia,Bulk-tissue biomarker,CD46,eQTL_Brain Cortex,Wald ratio,4.21E-05,0.923
Schizophrenia,Bulk-tissue biomarker,MINDY2,eQTL_Brain Cortex,Wald ratio,4.27E-05,1.212
Schizophrenia,Bulk-tissue biomarker,ABCC8,eQTL_Brain Cortex,Wald ratio,4.42E-05,0.901
Schizophrenia,Bulk-tissue biomarker,CYBA,eQTL_Brain Cortex,Wald ratio,5.77E-05,1.28
Schizophrenia,Bulk-tissue biomarker,SNAI3-AS1,eQTL_Brain Cortex,Wald ratio,5.77E-05,1.103
Schizophrenia,Bulk-tissue biomarker,PCMTD1,eQTL_Brain Cortex,Wald ratio,5.82E-05,1.275
Schizophrenia,Bulk-tissue biomarker,ALG12,eQTL_Brain Cortex,Wald ratio,6.14E-05,0.894
Schizophrenia,Bulk-tissue biomarker,MCFD2P1,eQTL_Brain Cortex,Wald ratio,6.33E-05,1.111
Schizophrenia,Bulk-tissue biomarker,COX11,eQTL_Brain Cortex,Wald ratio,6.62E-05,1.065
Schizophrenia,Bulk-tissue biomarker,TRPC4,eQTL_Brain Cortex,Wald ratio,6.95E-05,0.899
Schizophrenia,Bulk-tissue biomarker,TRIT1,eQTL_Brain Cortex,Wald ratio,7.46E-05,1.081
Schizophrenia,Bulk-tissue biomarker,NPIPB2,eQTL_Brain Cortex,Wald ratio,8.41E-05,0.972
Schizophrenia,Bulk-tissue biomarker,TTC12,eQTL_Brain Cortex,Wald ratio,8.92E-05,0.951
Schizophrenia,Bulk-tissue biomarker,SLC25A12,eQTL_Brain Cortex,Inverse variance weighted,9.90E-05,0.886
Schizophrenia,Bulk-tissue biomarker,SERPINC1,eQTL_Brain Cortex,Wald ratio,1.03E-04,1.082
Schizophrenia,Bulk-tissue biomarker,ANKRD45,eQTL_Brain Cortex,Wald ratio,1.03E-04,0.936
Schizophrenia,Bulk-tissue biomarker,CDHR1,eQTL_Brain Cortex,Wald ratio,1.22E-04,1.047
Schizophrenia,Bulk-tissue biomarker,LRIT2,eQTL_Brain Cortex,Wald ratio,1.22E-04,1.043
Schizophrenia,Bulk-tissue biomarker,GAS8,eQTL_Brain Cortex,Wald ratio,1.33E-04,1.064
Schizophrenia,Bulk-tissue biomarker,GGNBP2,eQTL_Brain Cortex,Wald ratio,1.49E-04,0.859
Schizophrenia,Bulk-tissue biomarker,DHRS11,eQTL_Brain Cortex,Wald ratio,1.49E-04,1.05
Schizophrenia,Bulk-tissue biomarker,TDRD6,eQTL_Brain Cortex,Wald ratio,1.50E-04,0.953
Schizophrenia,Bulk-tissue biomarker,SLC25A27,eQTL_Brain Cortex,Wald ratio,1.50E-04,1.05
Schizophrenia,Bulk-tissue biomarker,THAP5,eQTL_Brain Cortex,Wald ratio,1.62E-04,1.062
Schizophrenia,Bulk-tissue biomarker,ZNF322,eQTL_Brain Cortex,Wald ratio,1.63E-04,1.067
Schizophrenia,Bulk-tissue biomarker,POLG,eQTL_Brain Cortex,Wald ratio,1.85E-04,1.121
Schizophrenia,Bulk-tissue biomarker,FANCI,eQTL_Brain Cortex,Wald ratio,1.85E-04,1.106
Schizophrenia,Bulk-tissue biomarker,DHX35,eQTL_Brain Cortex,Wald ratio,2.05E-04,0.912
Schizophrenia,Bulk-tissue biomarker,SNF8,eQTL_Brain Cortex,Wald ratio,2.39E-04,0.936
Schizophrenia,Bulk-tissue biomarker,ATP5MC1,eQTL_Brain Cortex,Wald ratio,2.39E-04,0.827
Schizophrenia,Bulk-tissue biomarker,ATRAID,eQTL_Brain Cortex,Wald ratio,2.43E-04,0.859
Schizophrenia,Bulk-tissue biomarker,CEBPZOS,eQTL_Brain Cortex,Wald ratio,2.61E-04,0.937
Schizophrenia,Bulk-tissue biomarker,CEBPZ,eQTL_Brain Cortex,Wald ratio,2.61E-04,0.862
Schizophrenia,Bulk-tissue biomarker,QPCT,eQTL_Brain Cortex,Wald ratio,2.61E-04,0.895
Schizophrenia,Bulk-tissue biomarker,NDUFAF7,eQTL_Brain Cortex,Wald ratio,2.61E-04,1.103
Schizophrenia,Bulk-tissue biomarker,VPS8,eQTL_Brain Cortex,Wald ratio,3.09E-04,1.076
Schizophrenia,Bulk-tissue biomarker,HSPB3,eQTL_Brain Cortex,Wald ratio,3.18E-04,1.126
Schizophrenia,Bulk-tissue biomarker,RNF180,eQTL_Brain Cortex,Wald ratio,3.30E-04,0.879
Schizophrenia,Bulk-tissue biomarker,TWSG1,eQTL_Brain Cortex,Wald ratio,3.86E-04,1.199
Schizophrenia,Bulk-tissue biomarker,MCHR1,eQTL_Brain Cortex,Wald ratio,3.88E-04,1.269
Schizophrenia,Bulk-tissue biomarker,METTL21A,eQTL_Brain Cortex,Wald ratio,3.99E-04,1.16
Schizophrenia,Bulk-tissue biomarker,UNC79,eQTL_Brain Cortex,Wald ratio,4.05E-04,0.888
Schizophrenia,Bulk-tissue biomarker,MICA,eQTL_Brain Cortex,Wald ratio,4.29E-04,1.052
Schizophrenia,Bulk-tissue biomarker,GSDME,eQTL_Brain Cortex,Wald ratio,4.55E-04,0.952
Schizophrenia,Bulk-tissue biomarker,TDRD9,eQTL_Brain Cortex,Wald ratio,4.74E-04,1.049
Schizophrenia,Bulk-tissue biomarker,SBNO1-AS1,eQTL_Brain Cortex,Wald ratio,4.77E-04,1.063
Schizophrenia,Bulk-tissue biomarker,KCTD21,eQTL_Brain Cortex,Wald ratio,4.87E-04,0.942
Schizophrenia,Bulk-tissue biomarker,KCTD21-AS1,eQTL_Brain Cortex,Wald ratio,4.87E-04,1.029
Schizophrenia,Bulk-tissue biomarker,ALG8,eQTL_Brain Cortex,Wald ratio,4.87E-04,0.95
Schizophrenia,Bulk-tissue biomarker,SLC51A,eQTL_Brain Cortex,Wald ratio,5.28E-04,1.065
Schizophrenia,Bulk-tissue biomarker,PCYT1A,eQTL_Brain Cortex,Wald ratio,5.28E-04,0.866
Schizophrenia,Bulk-tissue biomarker,ARTN,eQTL_Brain Cortex,Wald ratio,5.29E-04,0.928
Schizophrenia,Bulk-tissue biomarker,GOSR1,eQTL_Brain Cortex,Wald ratio,5.30E-04,1.049
Schizophrenia,Bulk-tissue biomarker,MRPL37,eQTL_Brain Cortex,Wald ratio,5.35E-04,0.898
Schizophrenia,Bulk-tissue biomarker,RPL12,eQTL_Brain Cortex,Inverse variance weighted,5.65E-04,0.942
Schizophrenia,Bulk-tissue biomarker,SMIM2-AS1,eQTL_Brain Cortex,Wald ratio,5.66E-04,0.963
Schizophrenia,Bulk-tissue biomarker,WAC-AS1,eQTL_Brain Cortex,Wald ratio,5.67E-04,1.109
Schizophrenia,Bulk-tissue biomarker,WAC,eQTL_Brain Cortex,Wald ratio,5.67E-04,0.837
Schizophrenia,Bulk-tissue biomarker,UTP4,eQTL_Brain Cortex,Wald ratio,6.21E-04,1.063
Schizophrenia,Bulk-tissue biomarker,PPM1F-AS1,eQTL_Brain Cortex,Wald ratio,6.39E-04,0.971
Schizophrenia,Bulk-tissue biomarker,TOP3BP1,eQTL_Brain Cortex,Wald ratio,6.39E-04,1.043
Schizophrenia,Bulk-tissue biomarker,SLC2A8,eQTL_Brain Cortex,Wald ratio,7.39E-04,1.086
Schizophrenia,Bulk-tissue biomarker,XXYLT1,eQTL_Brain Cortex,Wald ratio,7.76E-04,0.931
Schizophrenia,Bulk-tissue biomarker,ATP5MC2,eQTL_Brain Cortex,Wald ratio,7.87E-04,1.042
Schizophrenia,Bulk-tissue biomarker,RPL12P30,eQTL_Brain Cortex,Wald ratio,8.18E-04,1.046
Schizophrenia,Bulk-tissue biomarker,CD40,eQTL_Brain Cortex,Wald ratio,8.77E-04,1.136
Schizophrenia,Bulk-tissue biomarker,FCGRT,eQTL_Brain Cortex,Wald ratio,8.77E-04,0.801
Schizophrenia,Bulk-tissue biomarker,RMI1,eQTL_Brain Cortex,Wald ratio,9.03E-04,1.096
Schizophrenia,Bulk-tissue biomarker,CADM2-AS1,eQTL_Brain Cortex,Wald ratio,9.05E-04,0.959
Schizophrenia,Bulk-tissue biomarker,TRIM35,eQTL_Brain Cortex,Wald ratio,9.32E-04,0.913
Schizophrenia,Bulk-tissue biomarker,KIAA1671,eQTL_Brain Cortex,Wald ratio,9.36E-04,0.906
Schizophrenia,Bulk-tissue biomarker,ARHGAP44,eQTL_Brain Cortex,Wald ratio,9.83E-04,1.434
Schizophrenia,Bulk-tissue biomarker,ANAPC7,eQTL_Brain Cortex SMR,Wald ratio,3.53E-17,0.683
Schizophrenia,Bulk-tissue biomarker,VPS29,eQTL_Brain Cortex SMR,Wald ratio,3.53E-17,0.729
Schizophrenia,Bulk-tissue biomarker,ZNF192P2,eQTL_Brain Cortex SMR,Wald ratio,1.67E-14,1.134
Schizophrenia,Bulk-tissue biomarker,ZSCAN26,eQTL_Brain Cortex SMR,Wald ratio,1.67E-14,1.264
Schizophrenia,Bulk-tissue biomarker,AL022393.1,eQTL_Brain Cortex SMR,Wald ratio,1.67E-14,1.111
Schizophrenia,Bulk-tissue biomarker,OR2B8P,eQTL_Brain Cortex SMR,Wald ratio,1.67E-14,0.895
Schizophrenia,Bulk-tissue biomarker,ZKSCAN3,eQTL_Brain Cortex SMR,Wald ratio,1.67E-14,1.19
Schizophrenia,Bulk-tissue biomarker,ZSCAN16-AS1,eQTL_Brain Cortex SMR,Wald ratio,1.67E-14,0.652
Schizophrenia,Bulk-tissue biomarker,OR2B7P,eQTL_Brain Cortex SMR,Wald ratio,1.67E-14,0.879
Schizophrenia,Bulk-tissue biomarker,GPR89P,eQTL_Brain Cortex SMR,Wald ratio,1.67E-14,1.24
Schizophrenia,Bulk-tissue biomarker,IQCB2P,eQTL_Brain Cortex SMR,Wald ratio,1.67E-14,0.887
Schizophrenia,Bulk-tissue biomarker,ZNF602P,eQTL_Brain Cortex SMR,Wald ratio,1.67E-14,1.192
Schizophrenia,Bulk-tissue biomarker,OR1F12,eQTL_Brain Cortex SMR,Wald ratio,1.67E-14,0.908
Schizophrenia,Bulk-tissue biomarker,ZSCAN31,eQTL_Brain Cortex SMR,Wald ratio,1.67E-14,0.933
Schizophrenia,Bulk-tissue biomarker,ZNF603P,eQTL_Brain Cortex SMR,Weighted median,2.46E-14,0.931
Schizophrenia,Bulk-tissue biomarker,ZNF603P,eQTL_Brain Cortex SMR,Inverse variance weighted,3.31E-14,0.931
Schizophrenia,Bulk-tissue biomarker,CACNA1I,eQTL_Brain Cortex SMR,Wald ratio,2.48E-11,1.311
Schizophrenia,Bulk-tissue biomarker,MRM2,eQTL_Brain Cortex SMR,Wald ratio,7.46E-11,0.908
Schizophrenia,Bulk-tissue biomarker,GLYCTK,eQTL_Brain Cortex SMR,Wald ratio,2.12E-10,1.29
Schizophrenia,Bulk-tissue biomarker,GLT8D1,eQTL_Brain Cortex SMR,Wald ratio,2.12E-10,0.747
Schizophrenia,Bulk-tissue biomarker,SPCS1,eQTL_Brain Cortex SMR,Wald ratio,2.12E-10,0.712
Schizophrenia,Bulk-tissue biomarker,STIMATE,eQTL_Brain Cortex SMR,Wald ratio,2.12E-10,0.735
Schizophrenia,Bulk-tissue biomarker,GNL3,eQTL_Brain Cortex SMR,Wald ratio,2.12E-10,1.341
Schizophrenia,Bulk-tissue biomarker,AC006252.1,eQTL_Brain Cortex SMR,Wald ratio,2.12E-10,1.36
Schizophrenia,Bulk-tissue biomarker,NEK4,eQTL_Brain Cortex SMR,Wald ratio,2.12E-10,1.17
Schizophrenia,Bulk-tissue biomarker,THOC7,eQTL_Brain Cortex SMR,Wald ratio,2.51E-10,0.906
Schizophrenia,Bulk-tissue biomarker,LINC00862,eQTL_Brain Cortex SMR,Wald ratio,2.42E-09,1.338
Schizophrenia,Bulk-tissue biomarker,AC093297.2,eQTL_Brain Cortex SMR,Wald ratio,2.61E-09,0.916
Schizophrenia,Bulk-tissue biomarker,LINC02224,eQTL_Brain Cortex SMR,Wald ratio,2.61E-09,0.843
Schizophrenia,Bulk-tissue biomarker,CEBPZOS,eQTL_Brain Cortex SMR,Inverse variance weighted,4.57E-09,1.15
Schizophrenia,Bulk-tissue biomarker,TSNARE1,eQTL_Brain Cortex SMR,Wald ratio,1.45E-08,1.101
Schizophrenia,Bulk-tissue biomarker,SNX19,eQTL_Brain Cortex SMR,Wald ratio,2.93E-08,1.055
Schizophrenia,Bulk-tissue biomarker,ABCC8,eQTL_Brain Cortex SMR,Inverse variance weighted,4.36E-08,1.063
Schizophrenia,Bulk-tissue biomarker,SNAP91,eQTL_Brain Cortex SMR,Wald ratio,5.41E-08,1.119
Schizophrenia,Bulk-tissue biomarker,CCDC92,eQTL_Brain Cortex SMR,Wald ratio,9.08E-08,0.839
Schizophrenia,Bulk-tissue biomarker,AC068790.7,eQTL_Brain Cortex SMR,Wald ratio,9.08E-08,1.277
Schizophrenia,Bulk-tissue biomarker,DNAH10,eQTL_Brain Cortex SMR,Wald ratio,9.08E-08,1.257
Schizophrenia,Bulk-tissue biomarker,DNAH10OS,eQTL_Brain Cortex SMR,Wald ratio,9.08E-08,1.078
Schizophrenia,Bulk-tissue biomarker,AC020658.5,eQTL_Brain Cortex SMR,Wald ratio,1.04E-07,0.885
Schizophrenia,Bulk-tissue biomarker,LINC01239,eQTL_Brain Cortex SMR,Wald ratio,1.35E-07,0.83
Schizophrenia,Bulk-tissue biomarker,TKT,eQTL_Brain Cortex SMR,Wald ratio,1.57E-07,1.15
Schizophrenia,Bulk-tissue biomarker,SLCO4C1,eQTL_Brain Cortex SMR,Inverse variance weighted,1.65E-07,0.934
Schizophrenia,Bulk-tissue biomarker,EMB,eQTL_Brain Cortex SMR,Wald ratio,1.94E-07,1.247
Schizophrenia,Bulk-tissue biomarker,DNPH1,eQTL_Brain Cortex SMR,Wald ratio,2.12E-07,1.155
Schizophrenia,Bulk-tissue biomarker,CUL9,eQTL_Brain Cortex SMR,Wald ratio,2.12E-07,1.08
Schizophrenia,Bulk-tissue biomarker,AC092661.1,eQTL_Brain Cortex SMR,Wald ratio,2.58E-07,1.079
Schizophrenia,Bulk-tissue biomarker,KCNQ5,eQTL_Brain Cortex SMR,Wald ratio,4.82E-07,1.221
Schizophrenia,Bulk-tissue biomarker,LINC01748,eQTL_Brain Cortex SMR,Wald ratio,5.08E-07,1.109
Schizophrenia,Bulk-tissue biomarker,CNNM2,eQTL_Brain Cortex SMR,Inverse variance weighted,5.79E-07,0.839
Schizophrenia,Bulk-tissue biomarker,VSIG2,eQTL_Brain Cortex SMR,Wald ratio,7.63E-07,0.83
Schizophrenia,Bulk-tissue biomarker,SERPINC1,eQTL_Brain Cortex SMR,Wald ratio,7.85E-07,0.914
Schizophrenia,Bulk-tissue biomarker,SLC9C2,eQTL_Brain Cortex SMR,Wald ratio,7.85E-07,0.939
Schizophrenia,Bulk-tissue biomarker,DARS2,eQTL_Brain Cortex SMR,Wald ratio,7.85E-07,1.116
Schizophrenia,Bulk-tissue biomarker,RABGAP1L,eQTL_Brain Cortex SMR,Wald ratio,7.85E-07,0.812
Schizophrenia,Bulk-tissue biomarker,ANKRD45,eQTL_Brain Cortex SMR,Wald ratio,7.85E-07,1.086
Schizophrenia,Bulk-tissue biomarker,PLPP5,eQTL_Brain Cortex SMR,Wald ratio,8.15E-07,0.862
Schizophrenia,Bulk-tissue biomarker,LETM2,eQTL_Brain Cortex SMR,Wald ratio,8.15E-07,0.762
Schizophrenia,Bulk-tissue biomarker,DDHD2,eQTL_Brain Cortex SMR,Wald ratio,8.15E-07,0.901
Schizophrenia,Bulk-tissue biomarker,HS3ST3A1,eQTL_Brain Cortex SMR,Inverse variance weighted,1.45E-06,1.119
Schizophrenia,Bulk-tissue biomarker,CFAP97D2,eQTL_Brain Cortex SMR,Wald ratio,1.48E-06,1.074
Schizophrenia,Bulk-tissue biomarker,LINC00320,eQTL_Brain Cortex SMR,Wald ratio,1.57E-06,1.084
Schizophrenia,Bulk-tissue biomarker,SETD6,eQTL_Brain Cortex SMR,Wald ratio,1.63E-06,0.908
Schizophrenia,Bulk-tissue biomarker,ZNF259P1,eQTL_Brain Cortex SMR,Wald ratio,1.99E-06,0.879
Schizophrenia,Bulk-tissue biomarker,Z95118.2,eQTL_Brain Cortex SMR,Wald ratio,1.99E-06,0.872
Schizophrenia,Bulk-tissue biomarker,LINC00222,eQTL_Brain Cortex SMR,Wald ratio,1.99E-06,0.846
Schizophrenia,Bulk-tissue biomarker,ELAC2,eQTL_Brain Cortex SMR,Wald ratio,2.12E-06,1.052
Schizophrenia,Bulk-tissue biomarker,FAM120AOS,eQTL_Brain Cortex SMR,Wald ratio,2.29E-06,1.117
Schizophrenia,Bulk-tissue biomarker,GFOD2,eQTL_Brain Cortex SMR,Wald ratio,2.58E-06,0.847
Schizophrenia,Bulk-tissue biomarker,PRMT7,eQTL_Brain Cortex SMR,Wald ratio,2.58E-06,1.092
Schizophrenia,Bulk-tissue biomarker,DUS2,eQTL_Brain Cortex SMR,Wald ratio,2.58E-06,1.151
Schizophrenia,Bulk-tissue biomarker,TSNAXIP1,eQTL_Brain Cortex SMR,Wald ratio,2.58E-06,1.203
Schizophrenia,Bulk-tissue biomarker,GIGYF1,eQTL_Brain Cortex SMR,Wald ratio,3.06E-06,1.088
Schizophrenia,Bulk-tissue biomarker,CLCN3,eQTL_Brain Cortex SMR,Wald ratio,3.92E-06,1.282
Schizophrenia,Bulk-tissue biomarker,AC112236.3,eQTL_Brain Cortex SMR,Wald ratio,4.81E-06,1.107
Schizophrenia,Bulk-tissue biomarker,AL158151.4,eQTL_Brain Cortex SMR,Wald ratio,4.91E-06,1.048
Schizophrenia,Bulk-tissue biomarker,PTPA,eQTL_Brain Cortex SMR,Wald ratio,4.91E-06,0.923
Schizophrenia,Bulk-tissue biomarker,AL158151.1,eQTL_Brain Cortex SMR,Wald ratio,4.91E-06,1.075
Schizophrenia,Bulk-tissue biomarker,CRAT,eQTL_Brain Cortex SMR,Wald ratio,4.91E-06,0.824
Schizophrenia,Bulk-tissue biomarker,AC234917.3,eQTL_Brain Cortex SMR,Wald ratio,5.11E-06,1.182
Schizophrenia,Bulk-tissue biomarker,FAM83H,eQTL_Brain Cortex SMR,Wald ratio,5.11E-06,1.048
Schizophrenia,Bulk-tissue biomarker,SCRIB,eQTL_Brain Cortex SMR,Wald ratio,5.11E-06,1.215
Schizophrenia,Bulk-tissue biomarker,AC105219.3,eQTL_Brain Cortex SMR,Wald ratio,5.11E-06,1.246
Schizophrenia,Bulk-tissue biomarker,IQANK1,eQTL_Brain Cortex SMR,Wald ratio,5.11E-06,1.096
Schizophrenia,Bulk-tissue biomarker,CD40,eQTL_Brain Cortex SMR,Wald ratio,6.33E-06,0.865
Schizophrenia,Bulk-tissue biomarker,SLC12A5,eQTL_Brain Cortex SMR,Wald ratio,6.33E-06,1.089
Schizophrenia,Bulk-tissue biomarker,ERCC8,eQTL_Brain Cortex SMR,Wald ratio,6.45E-06,1.173
Schizophrenia,Bulk-tissue biomarker,ZNF823,eQTL_Brain Cortex SMR,Wald ratio,6.66E-06,1.171
Schizophrenia,Bulk-tissue biomarker,SNHG3,eQTL_Brain Cortex SMR,Wald ratio,7.08E-06,0.864
Schizophrenia,Bulk-tissue biomarker,TYW5,eQTL_Brain Cortex SMR,Inverse variance weighted,7.24E-06,0.943
Schizophrenia,Bulk-tissue biomarker,AC078842.1,eQTL_Brain Cortex SMR,Wald ratio,8.19E-06,0.869
Schizophrenia,Bulk-tissue biomarker,RASGRF1,eQTL_Brain Cortex SMR,Inverse variance weighted,9.17E-06,1.113
Schizophrenia,Bulk-tissue biomarker,EEFSEC,eQTL_Brain Cortex SMR,Wald ratio,9.28E-06,1.086
Schizophrenia,Bulk-tissue biomarker,LACC1,eQTL_Brain Cortex SMR,Wald ratio,1.21E-05,0.94
Schizophrenia,Bulk-tissue biomarker,CCDC122,eQTL_Brain Cortex SMR,Wald ratio,1.21E-05,0.938
Schizophrenia,Bulk-tissue biomarker,PACSIN3,eQTL_Brain Cortex SMR,Wald ratio,1.49E-05,1.259
Schizophrenia,Bulk-tissue biomarker,FAM114A2,eQTL_Brain Cortex SMR,Wald ratio,1.77E-05,0.948
Schizophrenia,Bulk-tissue biomarker,GALNT10,eQTL_Brain Cortex SMR,Wald ratio,1.77E-05,1.222
Schizophrenia,Bulk-tissue biomarker,PLCL2,eQTL_Brain Cortex SMR,Wald ratio,1.88E-05,0.801
Schizophrenia,Bulk-tissue biomarker,LINC02254,eQTL_Brain Cortex SMR,Wald ratio,1.94E-05,0.821
Schizophrenia,Bulk-tissue biomarker,AC096570.1,eQTL_Brain Cortex SMR,Wald ratio,1.98E-05,1.17
Schizophrenia,Bulk-tissue biomarker,RNF111,eQTL_Brain Cortex SMR,Wald ratio,1.99E-05,0.872
Schizophrenia,Bulk-tissue biomarker,FAM81A,eQTL_Brain Cortex SMR,Wald ratio,1.99E-05,0.905
Schizophrenia,Bulk-tissue biomarker,CMAHP,eQTL_Brain Cortex SMR,Wald ratio,2.49E-05,0.953
Schizophrenia,Bulk-tissue biomarker,HIVEP1,eQTL_Brain Cortex SMR,Wald ratio,2.56E-05,1.15
Schizophrenia,Bulk-tissue biomarker,TRHDE-AS1,eQTL_Brain Cortex SMR,Wald ratio,2.71E-05,1.064
Schizophrenia,Bulk-tissue biomarker,FAM214A,eQTL_Brain Cortex SMR,Wald ratio,2.77E-05,1.081
Schizophrenia,Bulk-tissue biomarker,CHST2,eQTL_Brain Cortex SMR,Wald ratio,3.18E-05,0.84
Schizophrenia,Bulk-tissue biomarker,KCTD21,eQTL_Brain Cortex SMR,Inverse variance weighted,3.56E-05,1.053
Schizophrenia,Bulk-tissue biomarker,MAP9,eQTL_Brain Cortex SMR,Wald ratio,3.62E-05,1.139
Schizophrenia,Bulk-tissue biomarker,IFT57,eQTL_Brain Cortex SMR,Wald ratio,3.71E-05,0.928
Schizophrenia,Bulk-tissue biomarker,KHK,eQTL_Brain Cortex SMR,Wald ratio,3.90E-05,0.817
Schizophrenia,Bulk-tissue biomarker,DPYSL5,eQTL_Brain Cortex SMR,Wald ratio,3.90E-05,1.041
Schizophrenia,Bulk-tissue biomarker,SLC35F6,eQTL_Brain Cortex SMR,Wald ratio,3.90E-05,1.109
Schizophrenia,Bulk-tissue biomarker,GCH1,eQTL_Brain Cortex SMR,Wald ratio,4.38E-05,0.925
Schizophrenia,Bulk-tissue biomarker,TRMT1,eQTL_Brain Cortex SMR,Wald ratio,4.60E-05,1.253
Schizophrenia,Bulk-tissue biomarker,TOM1L2,eQTL_Brain Cortex SMR,Wald ratio,4.73E-05,0.949
Schizophrenia,Bulk-tissue biomarker,DRC3,eQTL_Brain Cortex SMR,Wald ratio,4.73E-05,1.181
