Psychiatric disorder,Risk phenotype,Method,Beta,Standard error,P-value,OR,OR_lci95,OR_uci95,Q Pvalue(MREgger),Q Pvalue(IVW),Intercept PValue
PTSD,Sleeplessness / insomnia ,Weighted median,0.375538461,0.348874128,2.82E-01,1.46E+00,7.35E-01,2.88E+00,1.01E-12,1.94E-12,0.955004357
ALZ,Neuroticism score ,MR Egger,-0.154904636,0.143303607,2.82E-01,8.56E-01,6.47E-01,1.13E+00,2.23E-09,1.77E-09,0.286766747
ANX,Type 2 diabetes ,Weighted median,0.081622182,0.07588378,2.82E-01,1.09E+00,9.35E-01,1.26E+00,6.07E-02,6.65E-02,0.613324742
ASD,Mumps,MR Egger,0.003836857,0.003572043,2.83E-01,1.00E+00,9.97E-01,1.01E+00,9.37E-07,6.22E-07,0.021361089
PTSD,smoking initiation ,MR Egger,0.44752163,0.414138739,2.83E-01,1.56E+00,6.95E-01,3.52E+00,2.26E-27,4.38E-27,0.991805771
BP,Heart rate ,Weighted mode,0.012104247,0.010843632,2.83E-01,1.01E+00,9.91E-01,1.03E+00,2.36E-01,2.98E-01,0.944759356
OCD,Type 1 diabetes ,Simple mode,-0.081200863,0.073885688,2.83E-01,9.22E-01,7.98E-01,1.07E+00,9.77E-01,9.82E-01,0.667597956
PTSD,Age at first birth ,Simple mode,-0.132111856,0.121967367,2.84E-01,8.76E-01,6.90E-01,1.11E+00,3.09E-13,1.34E-13,0.278809734
OCD,Chickenpox,Inverse variance weighted,2.529044696,2.358464838,2.84E-01,1.25E+01,1.23E-01,1.28E+03,9.62E-05,9.84E-05,0.428201041
PTSD,Behauvioural and emotional disorders with onset usually occuring in childhood and adolescence,Weighted median,-0.008610347,0.008040727,2.84E-01,9.91E-01,9.76E-01,1.01E+00,1.65E-01,1.56E-01,0.070420239
DEP,Ever taken cannabis ,Weighted mode,-0.012413525,0.010713187,2.85E-01,9.88E-01,9.67E-01,1.01E+00,5.95E-01,7.18E-01,0.945702243
ED,Caffeine,Weighted median,0.796397341,0.74475488,2.85E-01,2.22E+00,5.15E-01,9.55E+00,1.66E-01,1.66E-01,0.347532961
ALZ,Type 1 diabetes ,MR Egger,-0.020353519,0.018757649,2.86E-01,9.80E-01,9.44E-01,1.02E+00,1.73E-01,1.09E-01,0.081797268
ALZ,"Illness, injury, bereavement, stress in last 2 years: Death of a spouse or partner",MR Egger,-0.831063027,0.779480382,2.86E-01,4.36E-01,9.45E-02,2.01E+00,3.94E-01,4.59E-01,0.393306978
ASD,Maternal smoking around birth ,Weighted median,0.896608621,0.842453719,2.87E-01,2.45E+00,4.70E-01,1.28E+01,6.71E-02,9.29E-02,0.956658032
PTSD,Type 1 diabetes ,Weighted mode,-0.010624838,0.009852563,2.87E-01,9.89E-01,9.71E-01,1.01E+00,2.89E-07,1.77E-07,0.2824836
OCD,Current employment status: Unemployed,MR Egger,2.226370161,2.093358672,2.88E-01,9.27E+00,1.53E-01,5.61E+02,1.18E-03,1.22E-03,0.485133606
OCD,Current employment status: Unemployed,MR Egger,2.226370161,2.093358672,2.88E-01,9.27E+00,1.53E-01,5.61E+02,1.18E-03,1.22E-03,0.485133606
ANX,"Non-cancer illness code, self-reported: diabetes ",Inverse variance weighted,1.341142365,1.262639383,2.88E-01,3.82E+00,3.22E-01,4.54E+01,1.15E-01,1.31E-01,0.739258283
ED,Alzheimer's disease or family history of Alzheimer's disease ,MR Egger,0.053075221,0.049061519,2.89E-01,1.05E+00,9.58E-01,1.16E+00,2.36E-01,2.37E-01,0.351905335
PTSD,Allergic rhinitis ,MR Egger,1.310005463,0.638622451,2.89E-01,3.71E+00,1.06E+00,1.30E+01,2.56E-01,4.86E-01,0.786689129
ALZ,"Non-cancer illness code, self-reported: diabetes ",Inverse variance weighted,0.587670299,0.554675807,2.89E-01,1.80E+00,6.07E-01,5.34E+00,3.07E-05,3.74E-05,0.583597277
ASD,"Diagnoses - secondary ICD10: E03.9 Hypothyroidism, unspecified ",Weighted mode,-1.893386637,1.761639238,2.90E-01,1.51E-01,4.77E-03,4.76E+00,8.01E-01,8.15E-01,0.468424168
PTSD,Living alone,Weighted median,-1.234372034,1.166312344,2.90E-01,2.91E-01,2.96E-02,2.86E+00,6.13E-04,5.91E-04,0.212492766
PTSD,Maternal smoking around birth ,Weighted median,0.832470929,0.786731724,2.90E-01,2.30E+00,4.92E-01,1.07E+01,5.93E-10,1.27E-09,0.833390174
PTSD,Current employment status: Unemployed,MR Egger,-1.147850583,1.088044216,2.92E-01,3.17E-01,3.76E-02,2.68E+00,1.18E-03,1.22E-03,0.485133606
PTSD,Current employment status: Unemployed,MR Egger,-1.147850583,1.088044216,2.92E-01,3.17E-01,3.76E-02,2.68E+00,1.18E-03,1.22E-03,0.485133606
BP,Extraversion,MR Egger,0.002807364,0.002661136,2.92E-01,1.00E+00,9.98E-01,1.01E+00,2.10E-01,2.11E-01,0.406035228
DEP,Viral infection,MR Egger,-1.64385847,1.558727987,2.92E-01,1.93E-01,9.10E-03,4.10E+00,1.78E-01,1.81E-01,0.513512517
ANX,Mumps,Weighted median,-0.012379348,0.011764756,2.93E-01,9.88E-01,9.65E-01,1.01E+00,9.37E-07,6.22E-07,0.021361089
BP,Diagnoses - secondary ICD10: I10 Essential (primary) hypertension ,Inverse variance weighted,-0.402857601,0.383190016,2.93E-01,6.68E-01,3.15E-01,1.42E+00,3.84E-01,4.14E-01,0.736685574
PTSD,Iron intake,MR Egger,2.738222684,2.607073477,2.94E-01,1.55E+01,9.33E-02,2.56E+03,6.04E-08,4.96E-08,0.089450444
ADHD,Current employment status: Unemployed,Weighted median,-0.564626555,0.5379019,2.94E-01,5.69E-01,1.98E-01,1.63E+00,1.31E-27,1.37E-27,0.437673351
ASD,Extraversion,Weighted median,-0.002762303,0.002634053,2.94E-01,9.97E-01,9.92E-01,1.00E+00,3.79E-20,3.65E-20,0.300348565
BP,College completion ,Simple mode,0.254935525,0.181521762,2.95E-01,1.29E+00,9.04E-01,1.84E+00,2.99E-02,5.22E-02,0.703106532
ALZ,"Illness, injury, bereavement, stress in last 2 years: Financial difficulties ",Weighted median,-1.296746878,1.241583746,2.96E-01,2.73E-01,2.40E-02,3.12E+00,1.90E-01,2.58E-01,0.772673041
ALZ,"Illness, injury, bereavement, stress in last 2 years: Financial difficulties ",Weighted median,-1.296746878,1.243238395,2.97E-01,2.73E-01,2.39E-02,3.13E+00,1.90E-01,2.58E-01,0.772673041
BP,Age-related hearing impairment (MTAG) ,Weighted mode,-0.338844564,0.319077614,2.97E-01,7.13E-01,3.81E-01,1.33E+00,5.47E-01,6.00E-01,0.791362667
ADHD,"Non-cancer illness code, self-reported: psoriasis ",Weighted mode,0.788252136,0.733982044,2.98E-01,2.20E+00,5.22E-01,9.27E+00,6.04E-02,6.70E-02,0.473949627
ALZ,Allergic rhinitis ,Weighted median,0.070206694,0.067682758,3.00E-01,1.07E+00,9.39E-01,1.22E+00,2.03E-01,4.44E-01,0.964356086
SCZ,Heart rate ,Weighted mode,0.013417044,0.012460026,3.00E-01,1.01E+00,9.89E-01,1.04E+00,1.20E-06,6.19E-07,0.36460977
ALZ,Operation code: caesarean section / caesarian section ,Inverse variance weighted,-1.774523139,1.712225091,3.00E-01,1.70E-01,5.91E-03,4.86E+00,8.04E-01,4.64E-01,0.438824537
ED,Mineral and other dietary supplements: Zinc ,Simple mode,-7.019704168,5.066513319,3.00E-01,8.94E-04,4.35E-08,1.84E+01,3.91E-02,8.97E-02,0.77722608
ANX,Primary biliary cirrhosis ,Simple mode,-0.07326742,0.068775356,3.01E-01,9.29E-01,8.12E-01,1.06E+00,1.27E-01,1.49E-01,0.571743678
BP,Autoimmune diseases ,Simple mode,-0.05023333,0.047955253,3.01E-01,9.51E-01,8.66E-01,1.04E+00,9.36E-01,9.11E-01,0.166070761
ED,Childhood obesity ,Inverse variance weighted,-0.036012795,0.03482048,3.01E-01,9.65E-01,9.01E-01,1.03E+00,5.83E-01,4.44E-01,0.274383991
SCZ,Viral infection,Weighted median,-1.677547933,1.623559838,3.01E-01,1.87E-01,7.75E-03,4.50E+00,4.70E-07,5.05E-07,0.656918281
ASD,Age-related hearing impairment (MTAG) ,Weighted median,-0.282584597,0.273542681,3.02E-01,7.54E-01,4.41E-01,1.29E+00,5.47E-01,6.00E-01,0.791362667
ANX,Diabetes mellitus ,Weighted median,0.091276247,0.088387227,3.02E-01,1.10E+00,9.21E-01,1.30E+00,2.98E-01,2.88E-01,0.274908982
ANX,Childhood obesity ,Weighted median,0.093567607,0.090665497,3.02E-01,1.10E+00,9.19E-01,1.31E+00,1.25E-01,2.14E-01,0.857272036
PTSD,"Diagnoses - main ICD10: J45.9 Asthma, unspecified ",Weighted mode,12.38085697,10.77964516,3.03E-01,2.38E+05,1.59E-04,3.57E+14,1.22E-03,2.50E-03,0.790492349
ALZ,Unable to work because of sickness or disability,Weighted median,-0.326348105,0.31724004,3.04E-01,7.22E-01,3.87E-01,1.34E+00,3.94E-01,4.59E-01,0.185533544
ED,Birth weight ,Weighted mode,-0.304565499,0.295215681,3.04E-01,7.37E-01,4.13E-01,1.32E+00,1.16E-01,1.27E-01,0.831139804
ANX,Diabetes mellitus ,Weighted mode,0.094345108,0.090916084,3.05E-01,1.10E+00,9.20E-01,1.31E+00,2.98E-01,2.88E-01,0.274908982
ADHD,Birth weight ,MR Egger,-0.158907972,0.154589602,3.06E-01,8.53E-01,6.30E-01,1.15E+00,1.00E-03,1.16E-03,0.633601676
ADHD,Mumps,MR Egger,0.003050394,0.002979503,3.06E-01,1.00E+00,9.97E-01,1.01E+00,9.37E-07,6.22E-07,0.021361089
ED,Maternal smoking around birth ,Inverse variance weighted,-0.654702356,0.639981271,3.06E-01,5.20E-01,1.48E-01,1.82E+00,1.26E-03,2.10E-03,0.872675286
ED,Maternal smoking around birth ,Inverse variance weighted,-0.654702356,0.639981271,3.06E-01,5.20E-01,1.48E-01,1.82E+00,1.26E-03,2.10E-03,0.872675286
PTSD,Maternal smoking around birth ,Weighted median,0.832470929,0.814587027,3.07E-01,2.30E+00,4.66E-01,1.13E+01,5.93E-10,1.27E-09,0.833390174
DEP,Behauvioural and emotional disorders with onset usually occuring in childhood and adolescence,Weighted median,-0.002331895,0.002283663,3.07E-01,9.98E-01,9.93E-01,1.00E+00,2.99E-01,3.02E-01,0.414593205
DEP,Primary biliary cirrhosis ,Weighted mode,-0.009964408,0.009508598,3.09E-01,9.90E-01,9.72E-01,1.01E+00,7.11E-03,9.34E-03,0.653885458
BP,Gestational diabetes (for exclusion) ,Inverse variance weighted,-0.035842678,0.035201513,3.09E-01,9.65E-01,9.00E-01,1.03E+00,4.16E-01,2.85E-01,0.236593224
BP,Gestational diabetes (for exclusion) ,Inverse variance weighted,-0.035842678,0.035201513,3.09E-01,9.65E-01,9.00E-01,1.03E+00,4.16E-01,2.85E-01,0.236593224
ASD,"Illness, injury, bereavement, stress in last 2 years: Death of a spouse or partner",MR Egger,-1.193813485,1.174899492,3.10E-01,3.03E-01,3.03E-02,3.03E+00,3.62E-27,4.32E-27,0.964007176
DEP,Age-related hearing impairment (MTAG) ,Simple mode,-0.170520373,0.164756104,3.10E-01,8.43E-01,6.11E-01,1.16E+00,6.59E-02,7.95E-02,0.672216691
DEP,Type 1 diabetes ,Weighted median,0.005807467,0.00572704,3.11E-01,1.01E+00,9.95E-01,1.02E+00,9.77E-01,9.82E-01,0.667597956
PTSD,Viral infection,MR Egger,-4.30839269,4.253716792,3.11E-01,1.35E-02,3.22E-06,5.62E+01,4.70E-07,5.05E-07,0.656918281
SCZ,Qualifications: College or University degree ,Simple mode,0.673498174,0.663859113,3.11E-01,1.96E+00,5.34E-01,7.20E+00,3.43E-52,4.00E-52,0.530344877
SCZ,"Diagnoses - secondary ICD10: M06.99 Rheumatoid arthritis, unspecified (Site unspecified) ",Inverse variance weighted,13.83732906,13.67557492,3.12E-01,1.02E+06,2.34E-06,4.47E+17,1.49E-01,6.18E-02,0.419052098
ADHD,"Illness, injury, bereavement, stress in last 2 years: Death of a spouse or partner",MR Egger,-0.915325211,0.904566848,3.12E-01,4.00E-01,6.80E-02,2.36E+00,3.62E-27,4.32E-27,0.964007176
ASD,Maternal smoking around birth ,Weighted median,0.896608621,0.886422847,3.12E-01,2.45E+00,4.31E-01,1.39E+01,6.71E-02,9.29E-02,0.956658032
OCD,Childhood obesity ,Simple mode,0.156236184,0.135414329,3.13E-01,1.17E+00,8.97E-01,1.52E+00,5.83E-01,4.44E-01,0.274383991
ANX,Type 2 diabetes ,Weighted mode,0.079112661,0.078105272,3.13E-01,1.08E+00,9.29E-01,1.26E+00,6.07E-02,6.65E-02,0.613324742
PTSD,Birth weight ,Inverse variance weighted,-0.063784438,0.063432721,3.15E-01,9.38E-01,8.29E-01,1.06E+00,2.92E-10,4.08E-10,0.920003688
PTSD,"Non-cancer illness code, self-reported: psoriasis ",Weighted mode,1.191441871,1.152965514,3.15E-01,3.29E+00,3.44E-01,3.15E+01,2.85E-02,4.02E-02,0.958005122
OCD,Living alone,Weighted median,2.36189627,2.352979468,3.15E-01,1.06E+01,1.05E-01,1.07E+03,6.13E-04,5.91E-04,0.212492766
BP,College completion ,Weighted mode,0.270696377,0.204440637,3.17E-01,1.31E+00,8.78E-01,1.96E+00,2.99E-02,5.22E-02,0.703106532
ADHD,Type 2 diabetes ,Simple mode,0.065477151,0.065106278,3.17E-01,1.07E+00,9.40E-01,1.21E+00,2.95E-10,2.10E-11,0.021489974
ANX,Tea intake ,Inverse variance weighted,0.338688505,0.338477925,3.17E-01,1.40E+00,7.23E-01,2.72E+00,3.20E-02,3.75E-02,0.591047064
DEP,Diagnoses - main ICD10: I25.1 Atherosclerotic heart disease ,Weighted mode,0.684493943,0.671319737,3.17E-01,1.98E+00,5.32E-01,7.39E+00,7.34E-03,8.56E-03,0.527309938
ADHD,Ever taken cannabis ,Inverse variance weighted,-0.018348555,0.018350649,3.17E-01,9.82E-01,9.47E-01,1.02E+00,1.40E-01,1.91E-01,0.620876264
ALZ,smoking initiation ,Weighted median,-0.070229462,0.070317217,3.18E-01,9.32E-01,8.12E-01,1.07E+00,3.65E-03,4.20E-03,0.596309197
ED,Tea intake ,Simple mode,0.397404627,0.391749379,3.18E-01,1.49E+00,6.90E-01,3.21E+00,1.11E-01,1.27E-01,0.630058391
ADHD,Unspecified maternal hypertension,Inverse variance weighted,-0.001090198,0.0010931,3.19E-01,9.99E-01,9.97E-01,1.00E+00,1.20E-09,9.55E-10,0.089885104
ASD,Primary sclerosing cholangitis ,Weighted mode,-0.017753127,0.017226452,3.19E-01,9.82E-01,9.50E-01,1.02E+00,3.17E-01,3.92E-01,0.843794435
ADHD,Caffeine,MR Egger,0.694833082,0.698163466,3.20E-01,2.00E+00,5.10E-01,7.87E+00,9.17E-15,7.36E-15,0.123982374
ADHD,Birth weight ,Simple mode,-0.184765962,0.185082758,3.20E-01,8.31E-01,5.78E-01,1.19E+00,1.00E-03,1.16E-03,0.633601676
DEP,"Diagnoses - secondary ICD10: E03.9 Hypothyroidism, unspecified ",Inverse variance weighted,0.427670803,0.431484502,3.22E-01,1.53E+00,6.58E-01,3.57E+00,1.50E-01,1.78E-01,0.835795114
BP,Childhood obesity ,Weighted median,-0.028039485,0.028299561,3.22E-01,9.72E-01,9.20E-01,1.03E+00,1.25E-01,2.14E-01,0.857272036
PTSD,"Non-cancer illness code, self-reported: psoriasis ",Weighted median,1.122966603,1.133718347,3.22E-01,3.07E+00,3.33E-01,2.84E+01,2.85E-02,4.02E-02,0.958005122
SCZ,Heart rate ,Inverse variance weighted,0.01173106,0.011863649,3.23E-01,1.01E+00,9.89E-01,1.04E+00,1.20E-06,6.19E-07,0.36460977
ED,smoking initiation ,Weighted mode,-0.363472949,0.365044059,3.23E-01,6.95E-01,3.40E-01,1.42E+00,8.00E-04,7.40E-04,0.310689123
PTSD,Maternal smoking around birth ,Weighted mode,1.349563622,1.321450571,3.23E-01,3.86E+00,2.89E-01,5.14E+01,5.93E-10,1.27E-09,0.833390174
OCD,Childhood obesity ,Weighted mode,0.136344868,0.121172758,3.23E-01,1.15E+00,9.04E-01,1.45E+00,5.83E-01,4.44E-01,0.274383991
ANX,Current employment status: Retired,Inverse variance weighted,-0.356572495,0.361161758,3.23E-01,7.00E-01,3.45E-01,1.42E+00,6.63E-12,6.82E-12,0.41326421
SCZ,Tea intake ,Weighted mode,0.135095938,0.135159421,3.24E-01,1.14E+00,8.78E-01,1.49E+00,3.34E-05,3.53E-05,0.452765438
DEP,Current employment status: Retired,Weighted median,0.050694507,0.05145373,3.25E-01,1.05E+00,9.51E-01,1.16E+00,1.57E-01,1.63E-01,0.964580618
OCD,Unable to work because of sickness or disability,MR Egger,-1.261905619,1.281231416,3.25E-01,2.83E-01,2.30E-02,3.49E+00,2.55E-04,2.53E-04,0.299104165
DEP,Age-related hearing impairment (MTAG) ,MR Egger,-0.397545809,0.396145854,3.25E-01,6.72E-01,3.09E-01,1.46E+00,6.59E-02,7.95E-02,0.672216691
ALZ,smoking initiation ,Inverse variance weighted,-0.054785468,0.055763524,3.26E-01,9.47E-01,8.49E-01,1.06E+00,3.65E-03,4.20E-03,0.596309197
ED,Heart rate ,Weighted mode,-0.017651949,0.017339159,3.26E-01,9.83E-01,9.50E-01,1.02E+00,6.88E-01,6.94E-01,0.381703376
ADHD,Intelligence ,MR Egger,-0.298690632,0.304128529,3.28E-01,7.42E-01,4.09E-01,1.35E+00,8.19E-17,1.09E-16,0.643105235
SCZ,"Non-cancer illness code, self-reported: psoriasis ",Simple mode,2.694438062,2.678306842,3.28E-01,1.48E+01,7.77E-02,2.82E+03,2.85E-02,4.02E-02,0.958005122
DEP,Diabetes mellitus ,Inverse variance weighted,-0.008871106,0.009085135,3.29E-01,9.91E-01,9.74E-01,1.01E+00,5.60E-01,5.56E-01,0.300889221
BP,Heart rate ,Simple mode,0.012104247,0.011970802,3.29E-01,1.01E+00,9.89E-01,1.04E+00,2.36E-01,2.98E-01,0.944759356
OCD,Extraversion,Inverse variance weighted,0.00332014,0.003402843,3.29E-01,1.00E+00,9.97E-01,1.01E+00,6.71E-04,6.86E-04,0.443857218
ASD,Age at first birth ,Inverse variance weighted,-0.043427413,0.044518317,3.29E-01,9.58E-01,8.77E-01,1.04E+00,2.94E-01,3.06E-01,0.438959952
SCZ,Rubella vaccination,Weighted median,-0.002182097,0.002238874,3.30E-01,9.98E-01,9.93E-01,1.00E+00,1.70E-02,1.73E-02,0.444404848
ANX,Extraversion,MR Egger,0.007268071,0.007477656,3.31E-01,1.01E+00,9.93E-01,1.02E+00,3.79E-20,3.65E-20,0.300348565
ALZ,Fresh fruit intake ,Weighted mode,-0.386012193,0.393900256,3.32E-01,6.80E-01,3.14E-01,1.47E+00,5.53E-05,7.29E-05,0.686175326
SCZ,Diabetes mellitus ,MR Egger,0.043886282,0.044771141,3.32E-01,1.04E+00,9.57E-01,1.14E+00,1.22E-02,1.56E-02,0.98389506
OCD,Type 1 diabetes ,Weighted mode,-0.058983144,0.059545797,3.32E-01,9.43E-01,8.39E-01,1.06E+00,9.77E-01,9.82E-01,0.667597956
ASD,Maternal smoking around birth ,Weighted mode,1.480618946,1.475233917,3.33E-01,4.40E+00,2.44E-01,7.92E+01,6.71E-02,9.29E-02,0.956658032
SCZ,Operation code: caesarean section / caesarian section ,Weighted median,1.611767636,1.665141441,3.33E-01,5.01E+00,1.92E-01,1.31E+02,6.42E-01,3.60E-01,0.405554352
ANX,Type 2 diabetes ,Inverse variance weighted,0.04291288,0.044338299,3.33E-01,1.04E+00,9.57E-01,1.14E+00,6.07E-02,6.65E-02,0.613324742
PTSD,Maternal smoking around birth ,Simple mode,1.44710258,1.44817014,3.34E-01,4.25E+00,2.49E-01,7.26E+01,5.93E-10,1.27E-09,0.833390174
SCZ,Mineral and other dietary supplements: Zinc ,Simple mode,3.786008502,3.012194548,3.36E-01,4.41E+01,1.20E-01,1.62E+04,2.58E-01,5.17E-01,0.886047001
ANX,Rubella vaccination,Weighted median,-0.012547134,0.013053686,3.36E-01,9.88E-01,9.63E-01,1.01E+00,3.15E-10,3.11E-10,0.317387409
PTSD,Nitrogen dioxide air pollution; 2010 ,Inverse variance weighted,-0.570644981,0.594202853,3.37E-01,5.65E-01,1.76E-01,1.81E+00,3.06E-03,6.01E-03,0.906361827
ED,"Non-cancer illness code, self-reported: diabetes ",Inverse variance weighted,0.567675559,0.591857205,3.37E-01,1.76E+00,5.53E-01,5.63E+00,8.17E-01,8.27E-01,0.459888989
ANX,Mineral and other dietary supplements: Zinc ,Weighted median,9.216077239,9.619010472,3.38E-01,1.01E+04,6.53E-05,1.55E+12,8.67E-01,9.76E-01,0.910201837
ANX,Mineral and other dietary supplements: Zinc ,Inverse variance weighted,7.871468674,8.238870066,3.39E-01,2.62E+03,2.54E-04,2.70E+10,8.67E-01,9.76E-01,0.910201837
DEP,"Non-cancer illness code, self-reported: psoriasis ",Inverse variance weighted,-0.654002327,0.684925441,3.40E-01,5.20E-01,1.36E-01,1.99E+00,1.37E-02,1.99E-02,0.881156109
BP,Current employment status: Retired,Inverse variance weighted,0.079399114,0.083195328,3.40E-01,1.08E+00,9.20E-01,1.27E+00,1.57E-01,1.63E-01,0.964580618
PTSD,"Non-cancer illness code, self-reported: psoriasis ",MR Egger,1.258095269,1.281566843,3.40E-01,3.52E+00,2.85E-01,4.34E+01,2.85E-02,4.02E-02,0.958005122
ED,Sleeplessness / insomnia ,Weighted mode,0.581386113,0.59985262,3.40E-01,1.79E+00,5.52E-01,5.80E+00,1.65E-10,2.97E-10,0.924188828
OCD,Fresh fruit intake ,Inverse variance weighted,0.473093658,0.496795951,3.41E-01,1.60E+00,6.06E-01,4.25E+00,8.33E-09,1.14E-08,0.641094878
PTSD,Maternal smoking around birth ,Weighted mode,1.349563622,1.372307713,3.41E-01,3.86E+00,2.62E-01,5.68E+01,5.93E-10,1.27E-09,0.833390174
PTSD,Type 2 diabetes ,Inverse variance weighted,0.020610145,0.021680301,3.42E-01,1.02E+00,9.78E-01,1.07E+00,1.58E-15,2.37E-15,0.803993711
ASD,Maternal smoking around birth ,Weighted mode,1.480618946,1.505819213,3.42E-01,4.40E+00,2.30E-01,8.41E+01,6.71E-02,9.29E-02,0.956658032
OCD,Diagnoses - secondary ICD10: I10 Essential (primary) hypertension ,MR Egger,2.902372296,3.02731253,3.42E-01,1.82E+01,4.83E-02,6.88E+03,3.02E-02,3.57E-02,0.763537701
SCZ,Mineral and other dietary supplements: Zinc ,Weighted mode,3.793879291,3.074714511,3.43E-01,4.44E+01,1.07E-01,1.84E+04,2.58E-01,5.17E-01,0.886047001
ED,Age at first birth ,MR Egger,-0.211728176,0.221223581,3.43E-01,8.09E-01,5.24E-01,1.25E+00,3.41E-04,1.34E-04,0.098355856
ADHD,Heart rate ,Weighted mode,-0.011140031,0.011367304,3.44E-01,9.89E-01,9.67E-01,1.01E+00,5.44E-02,7.69E-02,0.912617194
ASD,Birth weight ,Simple mode,0.219164548,0.230810386,3.44E-01,1.25E+00,7.92E-01,1.96E+00,3.36E-01,3.10E-01,0.144352315
OCD,Body mass index (BMI) ,Inverse variance weighted,0.101355192,0.107158549,3.44E-01,1.11E+00,8.97E-01,1.37E+00,2.57E-14,3.16E-14,0.736769716
PTSD,Maternal smoking around birth ,Simple mode,1.44710258,1.482079969,3.44E-01,4.25E+00,2.33E-01,7.76E+01,5.93E-10,1.27E-09,0.833390174
ASD,Age-related hearing impairment (MTAG) ,Inverse variance weighted,-0.194512011,0.206435917,3.46E-01,8.23E-01,5.49E-01,1.23E+00,5.47E-01,6.00E-01,0.791362667
ANX,Operative procedures,Weighted median,-2.931986141,3.115582909,3.47E-01,5.33E-02,1.19E-04,2.39E+01,8.10E-36,8.16E-36,0.376680089
OCD,Chickenpox,Weighted median,3.144857146,3.344190441,3.47E-01,2.32E+01,3.30E-02,1.63E+04,9.62E-05,9.84E-05,0.428201041
OCD,Diagnoses - secondary ICD10: I10 Essential (primary) hypertension ,Simple mode,2.213501669,2.335829655,3.48E-01,9.15E+00,9.40E-02,8.90E+02,3.02E-02,3.57E-02,0.763537701
SCZ,Operative procedures,Weighted median,-0.9695121,1.033707795,3.48E-01,3.79E-01,5.00E-02,2.88E+00,1.90E-08,2.06E-08,0.716297006
DEP,Viral infection,Inverse variance weighted,-0.605818654,0.646040126,3.48E-01,5.46E-01,1.54E-01,1.94E+00,1.78E-01,1.81E-01,0.513512517
ASD,Body mass index (BMI) ,Weighted mode,0.125710135,0.133938153,3.48E-01,1.13E+00,8.72E-01,1.47E+00,4.09E-01,4.21E-01,0.751756581
ASD,Childhood obesity ,MR Egger,-0.294648812,0.266718495,3.50E-01,7.45E-01,4.42E-01,1.26E+00,1.25E-01,2.14E-01,0.857272036
SCZ,Primary biliary cirrhosis ,Weighted mode,-0.014482254,0.015150447,3.50E-01,9.86E-01,9.57E-01,1.02E+00,4.61E-05,7.85E-05,0.924368959
ASD,Diagnoses - main ICD10: I25.1 Atherosclerotic heart disease ,Simple mode,-3.57244362,3.756554962,3.50E-01,2.81E-02,1.78E-05,4.43E+01,8.84E-01,8.85E-01,0.371424741
OCD,Ever taken cannabis ,Weighted median,0.064497859,0.069135436,3.51E-01,1.07E+00,9.31E-01,1.22E+00,5.95E-01,7.18E-01,0.945702243
BP,Unspecified maternal hypertension,Weighted median,-0.001340737,0.001438209,3.51E-01,9.99E-01,9.96E-01,1.00E+00,1.28E-01,1.33E-01,0.809668802
PTSD,College completion ,Weighted mode,0.254581241,0.211473615,3.52E-01,1.29E+00,8.52E-01,1.95E+00,6.04E-01,8.71E-01,0.943669546
ADHD,Diagnoses - secondary ICD10: I10 Essential (primary) hypertension ,MR Egger,-1.210635208,1.290898172,3.52E-01,2.98E-01,2.37E-02,3.74E+00,3.69E-05,1.64E-05,0.122165029
SCZ,Behauvioural and emotional disorders with onset usually occuring in childhood and adolescence,Inverse variance weighted,-0.003497001,0.003756951,3.52E-01,9.97E-01,9.89E-01,1.00E+00,1.65E-01,1.56E-01,0.070420239
PTSD,Current employment status: Retired,MR Egger,0.220924472,0.237330263,3.52E-01,1.25E+00,7.83E-01,1.99E+00,1.19E-02,1.22E-02,0.628714826
BP,"Diagnoses - secondary ICD10: E03.9 Hypothyroidism, unspecified ",Simple mode,-1.829446949,1.940084748,3.52E-01,1.61E-01,3.58E-03,7.19E+00,8.01E-01,8.15E-01,0.468424168
ED,Childhood obesity ,Simple mode,-0.064760237,0.061604105,3.52E-01,9.37E-01,8.31E-01,1.06E+00,5.83E-01,4.44E-01,0.274383991
ED,Diagnoses - main ICD10: I25.1 Atherosclerotic heart disease ,Inverse variance weighted,-1.274198369,1.370529032,3.53E-01,2.80E-01,1.91E-02,4.10E+00,7.34E-03,8.56E-03,0.527309938
