"Gene","Tissue","Psychiatric.disorder","Method","Nsnp","Beta","SE","OR","P.value","Q_Pvalue.MREgger.","Q_Pvalue.IVW.","P.value.Intercept.","PPH4"
"SLC39A12-AS1","Brain Hippocampus","OCD","Wald ratio",1,0.014,0.047,1.015,0.76,NA,NA,NA,0.013297763
"NDUFAF8","Brain Hippocampus","OCD","Wald ratio",1,-0.034,0.11,0.967,0.76,NA,NA,NA,0.02157227
"IFT27","Brain Hippocampus","OCD","Wald ratio",1,0.023,0.077,1.024,0.762,NA,NA,NA,0.014971633
"RBFADN","Brain Hippocampus","OCD","Wald ratio",1,-0.01,0.032,0.99,0.762,NA,NA,NA,0.015960346
"CCDC184","Brain Hippocampus","OCD","Wald ratio",1,0.061,0.202,1.063,0.762,NA,NA,NA,0.012121195
"AMIGO2","Brain Hippocampus","OCD","Wald ratio",1,0.027,0.089,1.027,0.762,NA,NA,NA,5.92e-05
"ZEB2P1","Brain Hippocampus","OCD","Wald ratio",1,-0.007,0.023,0.993,0.763,NA,NA,NA,0.014730608
"WDR27","Brain Hippocampus","OCD","Wald ratio",1,-0.024,0.079,0.977,0.764,NA,NA,NA,0.015006126
"HHLA3","Brain Hippocampus","OCD","Wald ratio",1,0.021,0.072,1.022,0.764,NA,NA,NA,0.015109932
"RGMB","Brain Hippocampus","OCD","Wald ratio",1,-0.028,0.094,0.972,0.766,NA,NA,NA,0.013247523
"APTR","Brain Hippocampus","OCD","Wald ratio",1,0.011,0.038,1.012,0.766,NA,NA,NA,0.019058018
"HPSE","Brain Hippocampus","OCD","Wald ratio",1,0.02,0.068,1.021,0.766,NA,NA,NA,0.00940858
"BDH1","Brain Hippocampus","OCD","Wald ratio",1,0.055,0.187,1.057,0.767,NA,NA,NA,8.31e-05
"LINC02268","Brain Hippocampus","OCD","Wald ratio",1,-0.013,0.043,0.987,0.767,NA,NA,NA,0.019624298
"CYP4F24P","Brain Hippocampus","OCD","Wald ratio",1,-0.008,0.026,0.992,0.767,NA,NA,NA,0.013280913
"LOXL1","Brain Hippocampus","OCD","Wald ratio",1,0.02,0.067,1.02,0.768,NA,NA,NA,0.003651014
"LURAP1L-AS1","Brain Hippocampus","OCD","Wald ratio",1,0.008,0.029,1.008,0.768,NA,NA,NA,0.013475943
"LURAP1L","Brain Hippocampus","OCD","Wald ratio",1,0.008,0.029,1.009,0.768,NA,NA,NA,0.013475943
"C11orf24","Brain Hippocampus","OCD","Wald ratio",1,0.026,0.09,1.027,0.768,NA,NA,NA,0.014164269
"NAT16","Brain Hippocampus","OCD","Wald ratio",1,0.019,0.063,1.019,0.768,NA,NA,NA,0.003622089
"PRSS36","Brain Hippocampus","OCD","Wald ratio",1,0.017,0.056,1.017,0.768,NA,NA,NA,0.015329871
"KAT8","Brain Hippocampus","OCD","Wald ratio",1,0.028,0.094,1.028,0.768,NA,NA,NA,0.010274921
"KNSTRN","Brain Hippocampus","OCD","Wald ratio",1,0.008,0.029,1.008,0.769,NA,NA,NA,0.020082733
"IVD","Brain Hippocampus","OCD","Wald ratio",1,-0.022,0.076,0.978,0.769,NA,NA,NA,0.013316297
